Titel,URL,Hash,Revision,Last Modified,Ist Spiegel+,Text-Dateiname,HTML-Dateiname
Energiemarkt_ Strom aus Sonne und Wind - die übersehene Revolution,https://www.spiegel.de/wissenschaft/mensch/energiemarkt-strom-aus-sonne-und-wind-die-uebersehene-revolution-a-483e4a52-b3ee-492d-9f76-41e573ebcb42,525f25,0,2025-04-06T13:22:00+02:00,False,Energiemarkt_ Strom aus Sonne und Wind - die übersehene Revolution_525f25.txt,Energiemarkt_ Strom aus Sonne und Wind - die übersehene Revolution_525f25.html
London_ Zoo rettet Darwins Frösche per Schiff und Flieger,https://www.spiegel.de/wissenschaft/natur/london-zoo-rettet-darwins-froesche-per-schiff-und-flieger-a-6be212ae-6ee4-4eee-9ca7-07940e47a58b,55dc13,0,2025-03-19T17:43:00+01:00,False,London_ Zoo rettet Darwins Frösche per Schiff und Flieger_55dc13.txt,London_ Zoo rettet Darwins Frösche per Schiff und Flieger_55dc13.html
Klimawandel_ Gletscher schmelzen laut Unesco-Bericht schneller denn je,https://www.spiegel.de/wissenschaft/klimawandel-gletscher-schmelzen-laut-unesco-bericht-schneller-denn-je-a-dc2c47fc-091e-4540-95ba-48d7f154fe90,c46078,0,2025-03-21T10:44:00+01:00,False,Klimawandel_ Gletscher schmelzen laut Unesco-Bericht schneller denn je_c46078.txt,Klimawandel_ Gletscher schmelzen laut Unesco-Bericht schneller denn je_c46078.html
+Klimamilliarden für die neue Bundesregierung_ Was kann man damit erreichen_,https://www.spiegel.de/wissenschaft/klimamilliarden-fuer-die-neue-bundesregierung-was-kann-man-damit-erreichen-a-f92e94d8-f4d6-49c1-9eef-afc7248eb77b,ecf6d9,0,2025-03-21T16:34:00+01:00,True,,+Klimamilliarden für die neue Bundesregierung_ Was kann man damit erreichen__ecf6d9.html
+F-35_ Könnten die USA den Luftwaffen-Kampfjet aus der Ferne stilllegen_,https://www.spiegel.de/wissenschaft/technik/f-35-koennten-die-usa-den-luftwaffen-kampfjet-aus-der-ferne-stilllegen-a-925ceef0-7793-46ca-a227-19a4a59bbe0c,75863e,0,2025-03-12T09:29:00+01:00,True,,+F-35_ Könnten die USA den Luftwaffen-Kampfjet aus der Ferne stilllegen__75863e.html
ISS_Nasa_ Gestrandete Astronauten würden wieder »Starliner« fliegen,https://www.spiegel.de/wissenschaft/weltall/iss-nasa-gestrandete-astronauten-wuerden-wieder-starliner-fliegen-a-e4e7fd91-5f38-49ed-b448-5cf2a2e2ae36,6d1132,0,2025-04-01T09:58:00+02:00,False,ISS_Nasa_ Gestrandete Astronauten würden wieder »Starliner« fliegen_6d1132.txt,ISS_Nasa_ Gestrandete Astronauten würden wieder »Starliner« fliegen_6d1132.html
+Donald Trump und die Zölle_ China setzt im Handelskrieg auf die Macht seiner seltenen Erden,https://www.spiegel.de/wissenschaft/donald-trump-und-die-zoelle-china-setzt-im-handelskrieg-auf-die-macht-seiner-seltenen-erden-a-e8e2efa0-1986-447a-bc3f-3872de39a806,4ec1f3,0,2025-04-05T20:16:00+02:00,True,,+Donald Trump und die Zölle_ China setzt im Handelskrieg auf die Macht seiner seltenen Erden_4ec1f3.html
China_ Schweineleber erstmals in hirntoten Menschen transplantiert,https://www.spiegel.de/wissenschaft/medizin/china-schweineleber-erstmals-in-hirntoten-menschen-transplantiert-a-d6ac5bf3-f28d-40e8-92f8-e790e73cb41d,ba4398,0,2025-03-27T16:38:00+01:00,False,China_ Schweineleber erstmals in hirntoten Menschen transplantiert_ba4398.txt,China_ Schweineleber erstmals in hirntoten Menschen transplantiert_ba4398.html
+Suni Williams und Butch Wilmore_ Willkommen in dieser verrückten Welt!,https://www.spiegel.de/wissenschaft/weltall/suni-williams-und-butch-wilmore-fiktiver-brief-an-zurueckgekehrte-raumfahrer-a-5e48b064-6ca1-4a4d-9738-c39154495973,d816a2,0,2025-03-19T10:01:00+01:00,True,,+Suni Williams und Butch Wilmore_ Willkommen in dieser verrückten Welt!_d816a2.html
Klon- und Gen-Forschung_ Von der Maus zum Mammut_ – Podcast,https://www.spiegel.de/wissenschaft/natur/klon-und-gen-forschung-von-der-maus-zum-mammut-podcast-a-3c0efc15-2671-49a7-b079-fbd45b091a4d,558696,0,2025-03-18T19:19:00+01:00,False,Klon- und Gen-Forschung_ Von der Maus zum Mammut_ – Podcast_558696.txt,Klon- und Gen-Forschung_ Von der Maus zum Mammut_ – Podcast_558696.html
+Klimakrise_ Die Wolken auf Erden schwinden - und dann kochen die Ozeane,https://www.spiegel.de/wissenschaft/klimakrise-die-wolken-auf-erden-schwinden-und-dann-kochen-die-ozeane-a-269d9a7a-4571-4e76-b1d9-80e9c56439a4,78255a,0,2025-04-05T16:51:00+02:00,True,,+Klimakrise_ Die Wolken auf Erden schwinden - und dann kochen die Ozeane_78255a.html
Nasa-Bilder_ So sieht der Sonnenuntergang auf dem Mond aus,https://www.spiegel.de/wissenschaft/weltall/mond-nasa-veroeffentlicht-hochaufloesende-bilder-vom-sonnenuntergang-a-bcdf05ca-ba62-4dba-8fc6-2724be2888a3,1fbe64,0,2025-03-19T14:13:00+01:00,False,Nasa-Bilder_ So sieht der Sonnenuntergang auf dem Mond aus_1fbe64.txt,Nasa-Bilder_ So sieht der Sonnenuntergang auf dem Mond aus_1fbe64.html
Gesundheit_ Ärzte verschreiben Museumsbesuch auf Rezept als Alternative zur traditionellen Medizin,https://www.spiegel.de/wissenschaft/mensch/gesundheit-aerzte-verschreiben-museumsbesuch-auf-rezept-als-alternative-zur-traditionellen-medizin-a-6235fdff-b5a5-4d59-8c41-70d820e73f1e,6da0ae,0,2025-03-31T16:54:00+02:00,False,Gesundheit_ Ärzte verschreiben Museumsbesuch auf Rezept als Alternative zur traditionellen Medizin_6da0ae.txt,Gesundheit_ Ärzte verschreiben Museumsbesuch auf Rezept als Alternative zur traditionellen Medizin_6da0ae.html
Uganda_ Schmuggel mit seltenen Leguanen aus Galapagos nimmt zu,https://www.spiegel.de/wissenschaft/natur/uganda-schmuggel-mit-seltenen-leguanen-aus-galapagos-nimmt-zu-a-28a282fa-2b57-49ba-aab7-68ac373de35e,2a42ca,0,2025-04-01T15:17:00+02:00,False,Uganda_ Schmuggel mit seltenen Leguanen aus Galapagos nimmt zu_2a42ca.txt,Uganda_ Schmuggel mit seltenen Leguanen aus Galapagos nimmt zu_2a42ca.html
"Fossil »Sue«_ Weicher Kern perfekt erhalten, harte Schale aufgelöst",https://www.spiegel.de/wissenschaft/natur/fossil-sue-weicher-kern-perfekt-erhalten-harte-schale-aufgeloest-a-b2c0f620-63ce-4d74-b869-c436fd221c99,b86d82,0,2025-03-28T16:37:00+01:00,False,"Fossil »Sue«_ Weicher Kern perfekt erhalten, harte Schale aufgelöst_b86d82.txt","Fossil »Sue«_ Weicher Kern perfekt erhalten, harte Schale aufgelöst_b86d82.html"
+Greenpeace-Urteil_ Auswirkungen auf Umweltproteste in den USA,https://www.spiegel.de/wissenschaft/greenpeace-urteil-auswirkungen-auf-umweltproteste-in-den-usa-a-b66322a7-d799-414e-a5b7-1da062a17be6,553d60,0,2025-03-20T17:52:00+01:00,True,,+Greenpeace-Urteil_ Auswirkungen auf Umweltproteste in den USA_553d60.html
+Schlafstörungen_ Hängen sie mit Verschwörungsglauben zusammen_,https://www.spiegel.de/wissenschaft/mensch/schlafstoerungen-haengen-sie-mit-verschwoerungsglauben-zusammen-a-6f829ea9-f687-41db-911e-075b8f13ddb0,e67ab9,0,2025-04-01T17:06:00+02:00,True,,+Schlafstörungen_ Hängen sie mit Verschwörungsglauben zusammen__e67ab9.html
"+Corona - fünf Jahre später_ Wie Forschende, Ärzte und Politiker die Pandemie erlebt haben",https://www.spiegel.de/wissenschaft/medizin/corona-fuenf-jahre-spaeter-wie-forschende-aerzte-und-politiker-die-pandemie-erlebt-haben-a-1478fb73-bfac-4f1f-b14b-7af2bf8603d6,49fdc4,0,2025-03-22T15:27:00+01:00,True,,"+Corona - fünf Jahre später_ Wie Forschende, Ärzte und Politiker die Pandemie erlebt haben_49fdc4.html"
ISS – Nasa_ Rückholaktion für gestrandete Astronauten nach Verzögerungen gestartet,https://www.spiegel.de/wissenschaft/weltall/iss-nasa-rueckholaktion-fuer-gestrandete-astronauten-nach-verzoegerungen-gestartet-a-97a72173-b8cb-4f7a-a19c-147cedab79d0,93c251,0,2025-03-15T11:48:00+01:00,False,ISS – Nasa_ Rückholaktion für gestrandete Astronauten nach Verzögerungen gestartet_93c251.txt,ISS – Nasa_ Rückholaktion für gestrandete Astronauten nach Verzögerungen gestartet_93c251.html
+Klimawandel_ Wo sind die 2600 Milliarden Tonnen Wasser hin_,https://www.spiegel.de/wissenschaft/klimawandel-wo-sind-die-2600-milliarden-tonnen-wasser-hin-a-00373276-5b2a-4d29-9424-07579003df19,1c7609,0,2025-03-27T19:37:00+01:00,True,,+Klimawandel_ Wo sind die 2600 Milliarden Tonnen Wasser hin__1c7609.html
Griechenland_ Müll an den tiefsten Stellen im Mittelmeer gefunden,https://www.spiegel.de/wissenschaft/natur/griechenland-muell-an-den-tiefsten-stellen-im-mittelmeer-gefunden-a-f89c5634-abb7-467c-aa80-dc96978a1200,30963b,0,2025-03-12T20:11:00+01:00,False,Griechenland_ Müll an den tiefsten Stellen im Mittelmeer gefunden_30963b.txt,Griechenland_ Müll an den tiefsten Stellen im Mittelmeer gefunden_30963b.html
Mars_ Staub ist laut Studie wohl gesundheitsschädlicher als gedacht,https://www.spiegel.de/wissenschaft/weltall/mars-staub-ist-laut-studie-wohl-gesundheitsschaedlicher-als-gedacht-a-fd68c85f-9bc9-4b26-b505-ecdd095e1838,fc3b08,0,2025-03-27T16:35:00+01:00,False,Mars_ Staub ist laut Studie wohl gesundheitsschädlicher als gedacht_fc3b08.txt,Mars_ Staub ist laut Studie wohl gesundheitsschädlicher als gedacht_fc3b08.html
+Corona-Beginn vor fünf Jahren_ So blickt Virologe Hendrik Streeck auf die Zeit zurück,https://www.spiegel.de/wissenschaft/medizin/corona-beginn-vor-fuenf-jahren-so-blickt-virologe-hendrik-streeck-auf-die-zeit-zurueck-a-41be6938-6d84-4ace-85b2-9ed83872a1a2,d49fd2,0,2025-03-22T19:13:00+01:00,True,,+Corona-Beginn vor fünf Jahren_ So blickt Virologe Hendrik Streeck auf die Zeit zurück_d49fd2.html
Mittelalter_ Frauen spielten relevante Rolle als Schreiberinnen,https://www.spiegel.de/wissenschaft/mensch/mittelalter-frauen-spielten-relevante-rolle-als-schreiberinnen-a-f5fff176-fcb3-4180-91b3-287c47c9ba12,8600e2,0,2025-03-27T18:07:00+01:00,False,Mittelalter_ Frauen spielten relevante Rolle als Schreiberinnen_8600e2.txt,Mittelalter_ Frauen spielten relevante Rolle als Schreiberinnen_8600e2.html
Beton-Superkondensatoren_ Wie die Hauswand zum Energiespeicher wird,https://www.spiegel.de/wissenschaft/technik/beton-superkondensatoren-wie-die-hauswand-zum-energiespeicher-wird-a-e8ea9f7b-b07e-4218-8c4e-807797da597b,caa2c9,0,2025-03-30T06:48:00+02:00,False,Beton-Superkondensatoren_ Wie die Hauswand zum Energiespeicher wird_caa2c9.txt,Beton-Superkondensatoren_ Wie die Hauswand zum Energiespeicher wird_caa2c9.html
Corona_ Lothar Wieler hält Labor-Ursprung von Sars-CoV-2 für die wahrscheinlichere These,https://www.spiegel.de/wissenschaft/corona-lothar-wieler-haelt-labor-ursprung-von-sars-cov-2-fuer-die-wahrscheinlichere-these-a-1e2bcf76-2bfa-4fb4-b3bb-a9a0ed6ac606,c75609,0,2025-03-15T11:38:00+01:00,False,Corona_ Lothar Wieler hält Labor-Ursprung von Sars-CoV-2 für die wahrscheinlichere These_c75609.txt,Corona_ Lothar Wieler hält Labor-Ursprung von Sars-CoV-2 für die wahrscheinlichere These_c75609.html
Australien_ Feuerameisenplage sorgt vermehrt für Krankenhausaufenthalte,https://www.spiegel.de/wissenschaft/natur/australien-feuerameisenplage-sorgt-vermehrt-fuer-krankenhausaufenthalte-a-120d1412-816e-4a24-8176-1b2c92f7526c,27966d,0,2025-03-25T17:06:00+01:00,False,Australien_ Feuerameisenplage sorgt vermehrt für Krankenhausaufenthalte_27966d.txt,Australien_ Feuerameisenplage sorgt vermehrt für Krankenhausaufenthalte_27966d.html
Fledermäuse können durch Echoortungsstrategie Kollisionen vermeiden,https://www.spiegel.de/wissenschaft/natur/fledermaeuse-koennen-durch-echoortungsstrategie-kollisionen-vermeiden-a-efc09498-41c8-4448-a397-c37e4cf86459,aea30b,0,2025-04-02T17:01:00+02:00,False,Fledermäuse können durch Echoortungsstrategie Kollisionen vermeiden_aea30b.txt,Fledermäuse können durch Echoortungsstrategie Kollisionen vermeiden_aea30b.html
Vogelgrippe in den USA_ Ein Jahr nach Kuh-Fall – wie gefährlich ist Erreger H5N1_,https://www.spiegel.de/wissenschaft/vogelgrippe-in-den-usa-ein-jahr-nach-kuh-fall-wie-gefaehrlich-ist-erreger-h5n1-a-7dee891b-6040-4356-8f48-767ad981715d,44a1d0,0,2025-03-24T17:15:00+01:00,False,Vogelgrippe in den USA_ Ein Jahr nach Kuh-Fall – wie gefährlich ist Erreger H5N1__44a1d0.txt,Vogelgrippe in den USA_ Ein Jahr nach Kuh-Fall – wie gefährlich ist Erreger H5N1__44a1d0.html
Isar Aerospace_ »Spectrum«-Rakete kurz nach erfolgreichem Start abgestürzt,https://www.spiegel.de/wissenschaft/weltall/isar-aerospace-spectrum-rakete-kurz-nach-erfolgreichem-start-abgestuerzt-a-7e18e3f0-b680-44ad-b061-bdc33bc3b86f,7b31a5,0,2025-03-30T13:22:00+02:00,False,Isar Aerospace_ »Spectrum«-Rakete kurz nach erfolgreichem Start abgestürzt_7b31a5.txt,Isar Aerospace_ »Spectrum«-Rakete kurz nach erfolgreichem Start abgestürzt_7b31a5.html
ExoMars-Mission_ Airbus baut Landeplattform für europäischen Mars-Rover,https://www.spiegel.de/wissenschaft/weltall/exomars-mission-airbus-baut-landeplattform-fuer-europaeischen-mars-rover-a-8b59f507-0a79-4268-a439-ab70fff76a34,d87fa7,0,2025-03-29T18:00:00+01:00,False,ExoMars-Mission_ Airbus baut Landeplattform für europäischen Mars-Rover_d87fa7.txt,ExoMars-Mission_ Airbus baut Landeplattform für europäischen Mars-Rover_d87fa7.html
"Wissenschaft_ Geheimnisse der Wolken, mysteriöser Sarg, Probleme mit E-Autos",https://www.spiegel.de/wissenschaft/mensch/wissenschaft-geheimnisse-der-wolken-mysterioeser-sarg-probleme-mit-e-autos-a-0e7ca68f-46ad-4f05-bd83-7c3c3ee2ee89,14fa79,0,2025-04-05T10:16:00+02:00,False,"Wissenschaft_ Geheimnisse der Wolken, mysteriöser Sarg, Probleme mit E-Autos_14fa79.txt","Wissenschaft_ Geheimnisse der Wolken, mysteriöser Sarg, Probleme mit E-Autos_14fa79.html"
Nato_ Rüstungsfirma schlägt Drohnenwall an der Ostflanke vor,https://www.spiegel.de/wissenschaft/technik/nato-ruestungsfirma-schlaegt-drohnenwall-an-der-ostflanke-vor-a-f7b67aac-b475-422d-a5b4-22f8c400fc73,033493,0,2025-03-23T16:31:00+01:00,False,Nato_ Rüstungsfirma schlägt Drohnenwall an der Ostflanke vor_033493.txt,Nato_ Rüstungsfirma schlägt Drohnenwall an der Ostflanke vor_033493.html
+Mysteriöse Funde_ Der Gusseisensarg im Hamburger Museum,https://www.spiegel.de/wissenschaft/mensch/mysterioese-funde-der-gusseisensarg-im-hamburger-museum-a-5db2e98f-a191-4a84-b67d-3cc24188c0b0,4c1ac8,0,2025-04-02T21:26:00+02:00,True,,+Mysteriöse Funde_ Der Gusseisensarg im Hamburger Museum_4c1ac8.html
Videokonferenzen_ Mangelhafte Mikrofone beeinflussen die Wahrnehmung,https://www.spiegel.de/wissenschaft/videokonferenzen-mangelhafte-mikrofone-beeinflussen-die-wahrnehmung-a-c7daf898-3fcd-4a73-9a36-78e0f9982b72,1a549a,0,2025-03-26T11:08:00+01:00,False,Videokonferenzen_ Mangelhafte Mikrofone beeinflussen die Wahrnehmung_1a549a.txt,Videokonferenzen_ Mangelhafte Mikrofone beeinflussen die Wahrnehmung_1a549a.html
+Coronapandemie begann vor 5 Jahren_ So blickt Stiko-Chef Thomas Mertens auf die Zeit zurück,https://www.spiegel.de/wissenschaft/medizin/coronapandemie-begann-vor-5-jahren-so-blickt-stiko-chef-thomas-mertens-auf-die-zeit-zurueck-a-6118ecaa-1d87-4cef-93a8-1b088e0372ca,6a3e74,0,2025-03-22T19:10:00+01:00,True,,+Coronapandemie begann vor 5 Jahren_ So blickt Stiko-Chef Thomas Mertens auf die Zeit zurück_6a3e74.html
Breakthrough Prize_ Das sind die Sieger der »Oscars der Wissenschaft«,https://www.spiegel.de/wissenschaft/breakthrough-prize-sieger-der-wissenschaftsauszeichnung-stehen-fest-a-850e6f5f-5615-4eaa-b17b-55e29ee6aa0e,accd44,0,2025-04-06T20:59:00+02:00,False,Breakthrough Prize_ Das sind die Sieger der »Oscars der Wissenschaft«_accd44.txt,Breakthrough Prize_ Das sind die Sieger der »Oscars der Wissenschaft«_accd44.html
+Stadtökologie_ Vögel brüten auf Plastikmüll in urbanen Nestern,https://www.spiegel.de/wissenschaft/mensch/stadtoekologie-voegel-brueten-auf-plastikmuell-in-urbanen-nestern-a-359d911b-1d52-441f-9f05-8aa82083857a,252977,0,2025-03-10T13:28:00+01:00,True,,+Stadtökologie_ Vögel brüten auf Plastikmüll in urbanen Nestern_252977.html
+USA unter Donald Trump_ Gleichschaltung der Unis erinnert an 1933,https://www.spiegel.de/wissenschaft/mensch/usa-unter-donald-trump-gleichschaltung-der-unis-erinnert-an-1933-a-182689a2-3bf0-40b6-9df9-98a5da6656ff,9fa269,0,2025-03-25T13:55:00+01:00,True,,+USA unter Donald Trump_ Gleichschaltung der Unis erinnert an 1933_9fa269.html
Deutschland_ Lithiumreserven könnten den heimischen Bedarf decken,https://www.spiegel.de/wissenschaft/natur/deutschland-lithiumreserven-koennten-den-heimischen-bedarf-decken-a-e3629788-f5c3-419d-9b99-e748e5aea8b0,fe8f58,0,2025-03-06T17:02:00+01:00,False,Deutschland_ Lithiumreserven könnten den heimischen Bedarf decken_fe8f58.txt,Deutschland_ Lithiumreserven könnten den heimischen Bedarf decken_fe8f58.html
+Malaysian Airlines Flug MH370_ Die letzte Suche nach dem größten Mysterium der Luftfahrt,https://www.spiegel.de/wissenschaft/technik/malaysian-airlines-flug-mh370-die-letzte-suche-nach-dem-groessten-mysterium-der-luftfahrt-a-83a45df4-de15-4f83-926f-65f6c098d314,bc0db8,0,2025-04-03T16:09:00+02:00,True,,+Malaysian Airlines Flug MH370_ Die letzte Suche nach dem größten Mysterium der Luftfahrt_bc0db8.html
Isar Aerospace_ Deutsches Start-up verschiebt Raketenstart wegen Wetterbedingungen,https://www.spiegel.de/wissenschaft/start-der-spectrum-rakete-von-isar-aerospace-verschoben-a-75e17cfd-fae9-4280-b7c2-7c90881b126e,a4b0b4,0,2025-03-24T14:40:00+01:00,False,Isar Aerospace_ Deutsches Start-up verschiebt Raketenstart wegen Wetterbedingungen_a4b0b4.txt,Isar Aerospace_ Deutsches Start-up verschiebt Raketenstart wegen Wetterbedingungen_a4b0b4.html
SpaceX_ Starship von Elon Musk explodiert über den Bahamas,https://www.spiegel.de/wissenschaft/weltall/spacex-starship-von-elon-musk-explodiert-ueber-den-bahamas-a-a77c7771-11d7-4753-b8b7-6b35eef0b677,ccac0b,0,2025-03-07T11:20:00+01:00,False,SpaceX_ Starship von Elon Musk explodiert über den Bahamas_ccac0b.txt,SpaceX_ Starship von Elon Musk explodiert über den Bahamas_ccac0b.html
+Schnee-Eule »Rusty« in den USA_ Spekulationen um rätselhafte Färbung,https://www.spiegel.de/wissenschaft/natur/schnee-eule-rusty-in-den-usa-spekulationen-um-raetselhafte-faerbung-a-884eb672-a53f-414a-a463-8fd50b902fc8,19699c,0,2025-03-24T16:26:00+01:00,True,,+Schnee-Eule »Rusty« in den USA_ Spekulationen um rätselhafte Färbung_19699c.html
Spanien_ Bisher ältestes Gesichtsfossil Europas entdeckt,https://www.spiegel.de/wissenschaft/mensch/bisher-aeltestes-gesichtsfossil-europas-entdeckt-a-6ac6dda2-8d8b-4925-ad27-6e23b4526854,481105,0,2025-03-13T12:10:00+01:00,False,Spanien_ Bisher ältestes Gesichtsfossil Europas entdeckt_481105.txt,Spanien_ Bisher ältestes Gesichtsfossil Europas entdeckt_481105.html
Rabea Rogge_ Erste deutsche Frau im All nach Raumflug zurück auf der Erde,https://www.spiegel.de/wissenschaft/rabea-rogge-erste-deutsche-frau-im-all-nach-raumflug-zurueck-auf-der-erde-a-92c41a70-78a7-422e-872c-4f0ff79def57,02a388,0,2025-04-05T11:26:00+02:00,False,Rabea Rogge_ Erste deutsche Frau im All nach Raumflug zurück auf der Erde_02a388.txt,Rabea Rogge_ Erste deutsche Frau im All nach Raumflug zurück auf der Erde_02a388.html
ISS_ Astronauten Butch Wilmore und Suni Williams nach neun Monaten zurück auf der Erde,https://www.spiegel.de/wissenschaft/weltall/iss-astronauten-butch-wilmore-und-suni-williams-nach-neun-monaten-zurueck-auf-der-erde-a-d69ae748-225d-498e-93dc-385db25660bd,3e89a9,0,2025-03-18T23:16:00+01:00,False,ISS_ Astronauten Butch Wilmore und Suni Williams nach neun Monaten zurück auf der Erde_3e89a9.txt,ISS_ Astronauten Butch Wilmore und Suni Williams nach neun Monaten zurück auf der Erde_3e89a9.html
Klimakrise_ Peruanischer Bauer verklagt deutschen Energiekonzern auf Entschädigung,https://www.spiegel.de/wissenschaft/mensch/klimakrise-peruanischer-bauer-verklagt-deutschen-energiekonzern-auf-entschaedigung-a-f43b59b2-3575-483a-9544-17bedb17d0a3,2b3317,0,2025-03-14T15:59:00+01:00,False,Klimakrise_ Peruanischer Bauer verklagt deutschen Energiekonzern auf Entschädigung_2b3317.txt,Klimakrise_ Peruanischer Bauer verklagt deutschen Energiekonzern auf Entschädigung_2b3317.html
Corona-Ursprung_ Christian Drosten kritisiert fehlende Transparenz bei BND-Bericht,https://www.spiegel.de/wissenschaft/mensch/corona-ursprung-virologe-christian-drosten-kritisiert-fehlende-transparenz-bei-bnd-bericht-a-43848d8f-473f-40a1-9761-1173d738c94a,8d3411,0,2025-03-13T17:23:00+01:00,False,Corona-Ursprung_ Christian Drosten kritisiert fehlende Transparenz bei BND-Bericht_8d3411.txt,Corona-Ursprung_ Christian Drosten kritisiert fehlende Transparenz bei BND-Bericht_8d3411.html
Australien_ Mann überlebt 100 Tage mit Herzimplantat aus Titan,https://www.spiegel.de/wissenschaft/mensch/herz-aus-titan-mann-ueberlebt-100-tage-a-3d9547f8-e2e0-4fbb-8894-045fc621e69a,40a4d3,0,2025-03-12T17:39:00+01:00,False,Australien_ Mann überlebt 100 Tage mit Herzimplantat aus Titan_40a4d3.txt,Australien_ Mann überlebt 100 Tage mit Herzimplantat aus Titan_40a4d3.html
Mongolei_ Dinosaurier Duonychus tsogtbaatari aus Fossilien rekonstruiert,https://www.spiegel.de/wissenschaft/natur/mongolei-dinosaurier-duonychus-tsogtbaatari-aus-fossilien-rekonstruiert-a-fa0e9cd7-ff5c-41b4-9e50-4bf602db6fdf,c88209,0,2025-03-27T15:12:00+01:00,False,Mongolei_ Dinosaurier Duonychus tsogtbaatari aus Fossilien rekonstruiert_c88209.txt,Mongolei_ Dinosaurier Duonychus tsogtbaatari aus Fossilien rekonstruiert_c88209.html
"+Antje Boetius über ihren Wechsel in die USA_ »Es gibt nur Verlierer, wenn Forschung ideologisiert wird«",https://www.spiegel.de/wissenschaft/antje-boetius-ueber-ihren-wechsel-in-die-usa-es-gibt-nur-verlierer-wenn-forschung-ideologisiert-wird-a-1192e0d6-7364-4d67-a509-e9f2213beca4,17b132,0,2025-03-28T13:00:00+01:00,True,,"+Antje Boetius über ihren Wechsel in die USA_ »Es gibt nur Verlierer, wenn Forschung ideologisiert wird«_17b132.html"
ISS - Nasa_ US-Raumkapsel hat an ISS angedockt,https://www.spiegel.de/wissenschaft/weltall/iss-nasa-us-raumkapsel-hat-an-iss-angedockt-a-52721b13-258a-46dc-8b47-10f6ac0c48d9,6ce1ae,0,2025-03-16T11:30:00+01:00,False,ISS - Nasa_ US-Raumkapsel hat an ISS angedockt_6ce1ae.txt,ISS - Nasa_ US-Raumkapsel hat an ISS angedockt_6ce1ae.html
+Gletscher_ Diese Eisriesen zerrinnen,https://www.spiegel.de/wissenschaft/gletscher-diese-eisriesen-zerrinnen-a-5c889858-7313-4254-9f4a-dc0d3ab8587a,565459,0,2025-03-27T14:54:00+01:00,True,,+Gletscher_ Diese Eisriesen zerrinnen_565459.html
LED-Masken_ Das wahre Gesicht des Skincare-Hypes – Podcast,https://www.spiegel.de/wissenschaft/led-masken-das-wahre-gesicht-des-skincare-hypes-podcast-a-14ee1779-d03a-44e0-86e0-3d89d3fbe0b1,d9d09d,0,2025-04-01T09:52:00+02:00,False,LED-Masken_ Das wahre Gesicht des Skincare-Hypes – Podcast_d9d09d.txt,LED-Masken_ Das wahre Gesicht des Skincare-Hypes – Podcast_d9d09d.html
"+Esa schaltet Gaia ab_ Die wichtige Raumsonde, die keiner kennt",https://www.spiegel.de/wissenschaft/weltall/esa-schaltet-gaia-ab-die-wichtige-raumsonde-die-keiner-kennt-a-b3e5a179-d789-4740-8870-7da53066a60b,2a3270,0,2025-03-24T08:33:00+01:00,True,,"+Esa schaltet Gaia ab_ Die wichtige Raumsonde, die keiner kennt_2a3270.html"
»Euclid«-Raumsonde_ Esa präsentiert neue Erkenntnisse zur Dunklen Energie,https://www.spiegel.de/wissenschaft/weltall/esa-und-euclid-schatzkiste-an-informationen-erste-daten-von-himmelsatlas-veroeffentlicht-a-8e01d211-db85-4b45-9a55-401ee7ac5c5f,62960d,0,2025-03-19T17:23:00+01:00,False,»Euclid«-Raumsonde_ Esa präsentiert neue Erkenntnisse zur Dunklen Energie_62960d.txt,»Euclid«-Raumsonde_ Esa präsentiert neue Erkenntnisse zur Dunklen Energie_62960d.html
+Neapel_ Was das Erdbeben mit dem nahen Supervulkan Campi Flegrei zu tun hat,https://www.spiegel.de/wissenschaft/natur/neapel-was-das-erdbeben-mit-dem-nahen-supervulkan-campi-flegrei-zu-tun-hat-a-40a55347-1ec9-4c48-b208-9da055d90b78,9db49b,0,2025-03-13T15:16:00+01:00,True,,+Neapel_ Was das Erdbeben mit dem nahen Supervulkan Campi Flegrei zu tun hat_9db49b.html
Australien - Great Barrier Reef und Ningaloo Reef_ Korallenriffe zeitgleich von Bleiche betroffen,https://www.spiegel.de/wissenschaft/australien-great-barrier-reef-und-ningaloo-reef-korallenriffe-zeitgleich-von-bleiche-betroffen-a-e2d814b2-1d36-45c4-9c9a-81c1c61a15ad,6a8f7d,0,2025-03-24T15:28:00+01:00,False,Australien - Great Barrier Reef und Ningaloo Reef_ Korallenriffe zeitgleich von Bleiche betroffen_6a8f7d.txt,Australien - Great Barrier Reef und Ningaloo Reef_ Korallenriffe zeitgleich von Bleiche betroffen_6a8f7d.html
Berlin_ Charité-Forscher weisen hohe Wirksamkeit von Mpox-Impfung nach,https://www.spiegel.de/wissenschaft/medizin/berlin-charite-forscher-weisen-hohe-wirksamkeit-von-mpox-impfung-nach-a-d4bbca8c-90c2-4b6a-bb2b-94bdbf7a393d,8ee8d5,0,2025-03-19T16:32:00+01:00,False,Berlin_ Charité-Forscher weisen hohe Wirksamkeit von Mpox-Impfung nach_8ee8d5.txt,Berlin_ Charité-Forscher weisen hohe Wirksamkeit von Mpox-Impfung nach_8ee8d5.html
